theta           phi             x                y                z                Bx               By               Bz
5.26976832E+00  4.20528150E+00  -5.03242382E+00  -9.05817146E+00  +4.04407735E-01  +2.89161305E-01  -1.61065396E-01  +1.92137477E-02
5.26976832E+00  4.25475540E+00  -4.57685871E+00  -9.29302157E+00  +4.43220101E-01  +2.93723666E-01  -1.51597134E-01  +1.97045406E-02
5.26976832E+00  4.30422930E+00  -4.11414429E+00  -9.51368260E+00  +4.81821685E-01  +2.97680996E-01  -1.41900740E-01  +1.86758894E-02
5.26976832E+00  4.35370320E+00  -3.64400619E+00  -9.71985964E+00  +5.17883165E-01  +3.01163929E-01  -1.31665538E-01  +1.61972864E-02
5.26976832E+00  4.40317711E+00  -3.16603185E+00  -9.91061300E+00  +5.49199035E-01  +3.04237536E-01  -1.20589620E-01  +1.24483338E-02
5.26976832E+00  4.45265101E+00  -2.67983044E+00  -1.00843698E+01  +5.73822626E-01  +3.06951887E-01  -1.08433441E-01  +7.71122262E-03
5.26976832E+00  4.50212491E+00  -2.18519259E+00  -1.02390011E+01  +5.90193291E-01  +3.09364589E-01  -9.50404801E-02  +2.33989240E-03
5.26976832E+00  4.55159881E+00  -1.68223132E+00  -1.03719590E+01  +5.97245419E-01  +3.11515191E-01  -8.03265450E-02  -3.28918519E-03
5.26976832E+00  4.60107271E+00  -1.17148812E+00  -1.04804563E+01  +5.94490568E-01  +3.13377665E-01  -6.42629208E-02  -8.82159167E-03
5.26976832E+00  4.65054661E+00  -6.53992954E-01  -1.05616741E+01  +5.82065323E-01  +3.14837004E-01  -4.68777273E-02  -1.39464405E-02
5.26976832E+00  4.70002051E+00  -1.31273031E-01  -1.06129767E+01  +5.60737139E-01  +3.15716636E-01  -2.82757060E-02  -1.83974650E-02
5.26976832E+00  4.74949441E+00  +3.94690449E-01  -1.06321190E+01  +5.31860503E-01  +3.15844446E-01  -8.65312580E-03  -2.19505322E-02
5.26976832E+00  4.79896831E+00  +9.21553140E-01  -1.06174233E+01  +4.97280272E-01  +3.15115090E-01  +1.17156257E-02  -2.44293199E-02
5.26976832E+00  4.84844221E+00  +1.44673502E+00  -1.05679038E+01  +4.59189611E-01  +3.13506878E-01  +3.25186735E-02  -2.57157087E-02
5.26976832E+00  4.89791611E+00  +1.96756761E+00  -1.04833235E+01  +4.19962790E-01  +3.11046445E-01  +5.34472753E-02  -2.57538960E-02
5.26976832E+00  4.94739001E+00  +2.48144258E+00  -1.03641841E+01  +3.81990235E-01  +3.07758534E-01  +7.42092407E-02  -2.45447888E-02
5.26976832E+00  4.99686391E+00  +2.98594818E+00  -1.02116674E+01  +3.47537627E-01  +3.03651125E-01  +9.45166194E-02  -2.21392471E-02
5.26976832E+00  5.04633781E+00  +3.47898815E+00  -1.00275502E+01  +3.18634196E-01  +2.98751179E-01  +1.14076562E-01  -1.86396404E-02
5.26976832E+00  5.09581171E+00  +3.95888156E+00  -9.81410482E+00  +2.96979668E-01  +2.93152900E-01  +1.32609089E-01  -1.42080040E-02
5.26976832E+00  5.14528561E+00  +4.42443829E+00  -9.57397955E+00  +2.83857314E-01  +2.87022207E-01  +1.49881939E-01  -9.07028179E-03
5.26976832E+00  5.19475951E+00  +4.87499734E+00  -9.31004666E+00  +2.80053251E-01  +2.80542190E-01  +1.65730712E-01  -3.51036733E-03
5.26976832E+00  5.24423341E+00  +5.31041420E+00  -9.02521834E+00  +2.85796657E-01  +2.73844313E-01  +1.80051317E-01  +2.14267339E-03
5.26976832E+00  5.29370731E+00  +5.73099265E+00  -8.72225132E+00  +3.00738306E-01  +2.66983696E-01  +1.92788772E-01  +7.53008779E-03
5.26976832E+00  5.34318121E+00  +6.13737041E+00  -8.40357155E+00  +3.23974468E-01  +2.59969999E-01  +2.03952962E-01  +1.22852452E-02
5.26976832E+00  5.39265511E+00  +6.53037503E+00  -8.07114315E+00  +3.54109838E-01  +2.52809420E-01  +2.13655617E-01  +1.60667553E-02
5.26976832E+00  5.44212901E+00  +6.91086532E+00  -7.72638999E+00  +3.89346640E-01  +2.45506070E-01  +2.22125816E-01  +1.85969534E-02
5.26976832E+00  5.49160291E+00  +7.27956898E+00  -7.37016758E+00  +4.27588932E-01  +2.38017347E-01  +2.29671304E-01  +1.96908052E-02
5.26976832E+00  5.54107681E+00  +7.63692500E+00  -7.00278089E+00  +4.66556735E-01  +2.30207385E-01  +2.36602470E-01  +1.92676833E-02
5.26976832E+00  5.59055071E+00  +7.98294259E+00  -6.62404623E+00  +5.03908896E-01  +2.21846131E-01  +2.43170029E-01  +1.73536950E-02
5.26976832E+00  5.64002461E+00  +8.31709168E+00  -6.23339613E+00  +5.37374089E-01  +2.12662220E-01  +2.49551862E-01  +1.40843580E-02
5.26976832E+00  5.68949851E+00  +8.63824139E+00  -5.83002249E+00  +5.64886170E-01  +2.02415418E-01  +2.55879472E-01  +9.70306750E-03
5.26976832E+00  5.73897241E+00  +8.94465868E+00  -5.41304642E+00  +5.84715764E-01  +1.90942231E-01  +2.62263923E-01  +4.54033769E-03
5.26976832E+00  5.78844631E+00  +9.23407058E+00  -4.98169685E+00  +5.95587716E-01  +1.78153479E-01  +2.68789138E-01  -1.03017582E-03
5.26976832E+00  5.83792021E+00  +9.50378357E+00  -4.53547730E+00  +5.96774889E-01  +1.64003521E-01  +2.75475547E-01  -6.64117325E-03
5.26976832E+00  5.88739411E+00  +9.75084758E+00  -4.07430256E+00  +5.88160619E-01  +1.48471250E-01  +2.82246212E-01  -1.19633935E-02
5.26976832E+00  5.93686801E+00  +9.97225048E+00  -3.59859304E+00  +5.70262343E-01  +1.31575582E-01  +2.88928399E-01  -1.67132235E-02
5.26976832E+00  5.98634191E+00  +1.01651275E+01  -3.10931896E+00  +5.44208405E-01  +1.13411621E-01  +2.95299102E-01  -2.06495419E-02
5.26976832E+00  6.03581581E+00  +1.03269660E+01  -2.60799047E+00  +5.11662341E-01  +9.41717519E-02  +3.01151464E-01  -2.35756814E-02
5.26976832E+00  6.08528971E+00  +1.04557817E+01  -2.09659432E+00  +4.74697233E-01  +7.41271932E-02  +3.06341197E-01  -2.53491768E-02
5.26976832E+00  6.13476361E+00  +1.05502427E+01  -1.57748548E+00  +4.35635446E-01  +5.35803290E-02  +3.10784470E-01  -2.58895139E-02
5.26976832E+00  6.18423751E+00  +1.06097310E+01  -1.05324912E+00  +3.96879524E-01  +3.28242041E-02  +3.14417799E-01  -2.51759402E-02
5.26976832E+00  6.23371141E+00  +1.06343462E+01  -5.26552260E-01  +3.60759976E-01  +1.21363255E-02  +3.17164590E-01  -2.32397249E-02
5.26976832E+00  6.28318531E+00  +1.06248718E+01  -2.60234304E-15  +3.29412480E-01  -8.20225144E-03  +3.18947118E-01  -2.01618308E-02
5.47245172E+00  0.00000000E+00  +1.07257667E+01  +0.00000000E+00  +2.81281041E-01  -6.06434709E-03  +3.14623027E-01  -2.42750952E-02
5.47245172E+00  4.94739001E-02  +1.06858830E+01  +5.29104067E-01  +2.50974414E-01  -2.61493578E-02  +3.15497969E-01  -2.06709750E-02
5.47245172E+00  9.89478001E-02  +1.06136847E+01  +1.05364162E+00  +2.28220083E-01  -4.54505966E-02  +3.15444998E-01  -1.61099743E-02
5.47245172E+00  1.48421700E-01  +1.05115209E+01  +1.57169575E+00  +2.14348855E-01  -6.36923030E-02  +3.14496220E-01  -1.08194013E-02
5.47245172E+00  1.97895600E-01  +1.03820967E+01  +2.08181900E+00  +2.10165589E-01  -8.06478082E-02  +3.12771024E-01  -5.09095944E-03
5.47245172E+00  2.47369500E-01  +1.02282882E+01  +2.58307020E+00  +2.15899300E-01  -9.61769337E-02  +3.10427506E-01  +7.34564571E-04
5.47245172E+00  2.96843400E-01  +1.00529345E+01  +3.07500125E+00  +2.31183340E-01  -1.10232243E-01  +3.07581230E-01  +6.28955501E-03
5.47245172E+00  3.46317300E-01  +9.85863042E+00  +3.55759203E+00  +2.55076666E-01  -1.22843064E-01  +3.04260293E-01  +1.12018362E-02
5.47245172E+00  3.95791200E-01  +9.64755228E+00  +4.03114156E+00  +2.86127897E-01  -1.34108514E-01  +3.00429549E-01  +1.51207365E-02
5.47245172E+00  4.45265101E-01  +9.42133362E+00  +4.49612983E+00  +3.22472685E-01  -1.44211033E-01  +2.96050044E-01  +1.77527620E-02
5.47245172E+00  4.94739001E-01  +9.18099835E+00  +4.95306487E+00  +3.61949321E-01  -1.53425615E-01  +2.91109718E-01  +1.88994609E-02
5.47245172E+00  5.44212901E-01  +8.92694567E+00  +5.40232701E+00  +4.02219988E-01  -1.62093027E-01  +2.85595115E-01  +1.84795768E-02
5.47245172E+00  5.93686801E-01  +8.65897947E+00  +5.84401880E+00  +4.40892755E-01  -1.70557048E-01  +2.79433937E-01  +1.65278606E-02
5.47245172E+00  6.43160701E-01  +8.37637853E+00  +6.27782974E+00  +4.75646110E-01  -1.79099634E-01  +2.72466602E-01  +1.31828127E-02
5.47245172E+00  6.92634601E-01  +8.07800826E+00  +6.70292934E+00  +5.04358352E-01  -1.87909749E-01  +2.64480096E-01  +8.67829031E-03
5.47245172E+00  7.42108501E-01  +7.76247443E+00  +7.11790513E+00  +5.25238455E-01  -1.97094027E-01  +2.55284460E-01  +3.33550679E-03
5.47245172E+00  7.91582401E-01  +7.42831081E+00  +7.52076059E+00  +5.36947951E-01  -2.06707028E-01  +2.44775722E-01  -2.46154002E-03
5.47245172E+00  8.41056301E-01  +7.07418200E+00  +7.90897903E+00  +5.38700295E-01  -2.16769160E-01  +2.32941507E-01  -8.31222785E-03
5.47245172E+00  8.90530201E-01  +6.69907693E+00  +8.27964836E+00  +5.30326461E-01  -2.27256406E-01  +2.19817057E-01  -1.38486207E-02
5.47245172E+00  9.40004101E-01  +6.30246963E+00  +8.62963304E+00  +5.12300249E-01  -2.38073298E-01  +2.05440453E-01  -1.87641061E-02
5.47245172E+00  9.89478001E-01  +5.88443034E+00  +8.95577493E+00  +4.85720282E-01  -2.49037884E-01  +1.89849634E-01  -2.28158010E-02
5.47245172E+00  1.03895190E+00  +5.44567737E+00  +9.25510242E+00  +4.52246700E-01  -2.59902977E-01  +1.73121781E-01  -2.58153972E-02
5.47245172E+00  1.08842580E+00  +4.98756690E+00  +9.52502684E+00  +4.13991860E-01  -2.70411994E-01  +1.55416370E-01  -2.76256518E-02
5.47245172E+00  1.13789970E+00  +4.51202439E+00  +9.76350588E+00  +3.73369923E-01  -2.80355649E-01  +1.36978941E-01  -2.81656993E-02
5.47245172E+00  1.18737360E+00  +4.02142830E+00  +9.96915879E+00  +3.32920595E-01  -2.89587983E-01  +1.18098916E-01  -2.74152449E-02
5.47245172E+00  1.23684750E+00  +3.51846211E+00  +1.01413267E+01  +2.95131345E-01  -2.97994199E-01  +9.90588033E-02  -2.54104969E-02
5.47245172E+00  1.28632140E+00  +3.00595316E+00  +1.02800826E+01  +2.62281508E-01  -3.05450519E-01  +8.01172390E-02  -2.22379087E-02
5.47245172E+00  1.33579530E+00  +2.48671401E+00  +1.03862012E+01  +2.36319255E-01  -3.11826011E-01  +6.15285732E-02  -1.80361759E-02
5.47245172E+00  1.38526920E+00  +1.96339564E+00  +1.04610950E+01  +2.18767392E-01  -3.17032679E-01  +4.35616246E-02  -1.30058320E-02
5.47245172E+00  1.43474310E+00  +1.43835807E+00  +1.05067130E+01  +2.10648381E-01  -3.21074988E-01  +2.64826850E-02  -7.41391643E-03
5.47245172E+00  1.48421700E+00  +9.13565421E-01  +1.05253949E+01  +2.12425941E-01  -3.24042684E-01  +1.05075672E-02  -1.58410734E-03
5.47245172E+00  1.53369090E+00  +3.90516483E-01  +1.05196812E+01  +2.23971604E-01  -3.26044554E-01  -4.24088440E-03  +4.12400433E-03
5.47245172E+00  1.58316480E+00  -1.29777884E-01  +1.04920992E+01  +2.44568691E-01  -3.27141637E-01  -1.77434884E-02  +9.33734372E-03
5.47245172E+00  1.63263870E+00  -6.46765397E-01  +1.04449525E+01  +2.72959822E-01  -3.27340101E-01  -3.00723834E-02  +1.36929189E-02
5.47245172E+00  1.68211260E+00  -1.16027532E+00  +1.03801435E+01  +3.07432638E-01  -3.26643470E-01  -4.13808927E-02  +1.68695782E-02
5.47245172E+00  1.73158650E+00  -1.67040482E+00  +1.02990415E+01  +3.45929938E-01  -3.25103947E-01  -5.19030471E-02  +1.86269282E-02
5.47245172E+00  1.78106040E+00  -2.17738159E+00  +1.02024017E+01  +3.86169739E-01  -3.22814494E-01  -6.19456075E-02  +1.88357559E-02
5.47245172E+00  1.83053430E+00  -2.68141419E+00  +1.00903295E+01  +4.25767035E-01  -3.19843230E-01  -7.18557163E-02  +1.74856955E-02
5.47245172E+00  1.88000820E+00  -3.18253988E+00  +9.96228803E+00  +4.62356899E-01  -3.16167874E-01  -8.19695849E-02  +1.46751449E-02
5.47245172E+00  1.92948210E+00  -3.68048099E+00  +9.81715090E+00  +4.93721915E-01  -3.11668854E-01  -9.25647423E-02  +1.06004639E-02
5.47245172E+00  1.97895600E+00  -4.17452445E+00  +9.65330767E+00  +5.17923364E-01  -3.06189640E-01  -1.03835351E-01  +5.54958084E-03
5.47245172E+00  2.02842990E+00  -4.66344149E+00  +9.46882242E+00  +5.33428269E-01  -2.99616730E-01  -1.15893911E-01  -1.14103918E-04
5.47245172E+00  2.07790380E+00  -5.14546160E+00  +9.26163516E+00  +5.39219357E-01  -2.91917089E-01  -1.28786578E-01  -5.99026511E-03
5.47245172E+00  2.12737770E+00  -5.61830735E+00  +9.02978372E+00  +5.34875209E-01  -2.83111338E-01  -1.42503079E-01  -1.16929046E-02
5.47245172E+00  2.17685160E+00  -6.07928746E+00  +8.77161932E+00  +5.20612182E-01  -2.73218013E-01  -1.56970408E-01  -1.68892900E-02
5.47245172E+00  2.22632550E+00  -6.52543804E+00  +8.48599186E+00  +4.97283987E-01  -2.62224891E-01  -1.72037389E-01  -2.13119586E-02
5.47245172E+00  2.27579940E+00  -6.95369725E+00  +8.17238686E+00  +4.66336720E-01  -2.50114720E-01  -1.87471678E-01  -2.47517759E-02
5.47245172E+00  2.32527330E+00  -7.36109482E+00  +7.83100227E+00  +4.29717816E-01  -2.36924151E-01  -2.02987337E-01  -2.70507927E-02
5.47245172E+00  2.37474720E+00  -7.74493636E+00  +7.46275997E+00  +3.89740893E-01  -2.22784728E-01  -2.18296508E-01  -2.81047505E-02
5.47245172E+00  2.42422110E+00  -8.10296316E+00  +7.06925362E+00  +3.48917283E-01  -2.07909021E-01  -2.33151718E-01  -2.78691424E-02
5.47245172E+00  2.47369500E+00  -8.43347294E+00  +6.65264339E+00  +3.09775707E-01  -1.92535094E-01  -2.47347758E-01  -2.63584734E-02
5.47245172E+00  2.52316890E+00  -8.73539629E+00  +6.21551460E+00  +2.74695406E-01  -1.76880968E-01  -2.60690507E-01  -2.36394787E-02
5.47245172E+00  2.57264280E+00  -9.00833195E+00  +5.76071977E+00  +2.45769714E-01  -1.61146205E-01  -2.72976349E-01  -1.98290299E-02
5.47245172E+00  2.62211670E+00  -9.25254574E+00  +5.29121810E+00  +2.24701477E-01  -1.45545800E-01  -2.84016974E-01  -1.51017597E-02
5.47245172E+00  2.67159060E+00  -9.46893174E+00  +4.80991883E+00  +2.12721312E-01  -1.30327380E-01  -2.93694411E-01  -9.69840855E-03
5.47245172E+00  2.72106450E+00  -9.65892680E+00  +4.31953170E+00  +2.10522132E-01  -1.15740281E-01  -3.01991884E-01  -3.92210074E-03
5.47245172E+00  2.77053840E+00  -9.82437203E+00  +3.82243236E+00  +2.18214210E-01  -1.01974052E-01  -3.08964366E-01  +1.87919119E-03
5.47245172E+00  2.82001230E+00  -9.96732841E+00  +3.32055793E+00  +2.35312895E-01  -8.91119690E-02  -3.14674339E-01  +7.33515518E-03
5.47245172E+00  2.86948620E+00  -1.00898692E+01  +2.81534853E+00  +2.60768691E-01  -7.71259295E-02  -3.19156455E-01  +1.20755579E-02
5.47245172E+00  2.91896010E+00  -1.01938778E+01  +2.30774356E+00  +2.93039027E-01  -6.58995846E-02  -3.22445031E-01  +1.57580213E-02
5.47245172E+00  2.96843400E+00  -1.02808726E+01  +1.79823073E+00  +3.30190510E-01  -5.52502045E-02  -3.24630566E-01  +1.81052717E-02
5.47245172E+00  3.01790790E+00  -1.03518717E+01  +1.28693786E+00  +3.70016471E-01  -4.49368637E-02  -3.25877751E-01  +1.89412973E-02
5.47245172E+00  3.06738180E+00  -1.04072964E+01  +7.73755258E-01  +4.10158481E-01  -3.46665886E-02  -3.26373820E-01  +1.82087669E-02
5.47245172E+00  3.11685570E+00  -1.04469153E+01  +2.58477545E-01  +4.48228586E-01  -2.41151226E-02  -3.26243974E-01  +1.59641764E-02
5.47245172E+00  3.16632960E+00  -1.04698302E+01  -2.59044506E-01  +4.81934739E-01  -1.29657153E-02  -3.25502077E-01  +1.23655610E-02
5.47245172E+00  3.21580350E+00  -1.04745156E+01  -7.78752831E-01  +5.09211006E-01  -9.54020618E-04  -3.24074451E-01  +7.66517043E-03
5.47245172E+00  3.26527740E+00  -1.04589192E+01  -1.30024593E+00  +5.28347648E-01  +1.20994655E-02  -3.21873559E-01  +2.19951722E-03
5.47245172E+00  3.31475130E+00  -1.04206237E+01  -1.82267464E+00  +5.38109578E-01  +2.62822753E-02  -3.18859124E-01  -3.63989740E-03
5.47245172E+00  3.36422520E+00  -1.03570568E+01  -2.34468488E+00  +5.37829734E-01  +4.16042048E-02  -3.15040132E-01  -9.45542695E-03
5.47245172E+00  3.41369910E+00  -1.02657229E+01  -2.86441649E+00  +5.27466986E-01  +5.80134674E-02  -3.10426496E-01  -1.48900282E-02
5.47245172E+00  3.46317300E+00  -1.01444317E+01  -3.37955888E+00  +5.07622960E-01  +7.53975289E-02  -3.04981737E-01  -1.96503050E-02
5.47245172E+00  3.51264690E+00  -9.99149913E+00  -3.88745759E+00  +4.79515126E-01  +9.35715932E-02  -2.98623261E-01  -2.35050315E-02
5.47245172E+00  3.56212080E+00  -9.80590125E+00  -4.38525958E+00  +4.44904256E-01  +1.12276532E-01  -2.91275236E-01  -2.62760419E-02
5.47245172E+00  3.61159470E+00  -9.58736895E+00  -4.87008120E+00  +4.05976220E-01  +1.31204717E-01  -2.82934287E-01  -2.78367986E-02
5.47245172E+00  3.66106860E+00  -9.33641477E+00  -5.33917996E+00  +3.65184819E-01  +1.50045412E-01  -2.73694422E-01  -2.81184536E-02
5.47245172E+00  3.71054250E+00  -9.05429385E+00  -5.79011185E+00  +3.25073123E-01  +1.68517199E-01  -2.63711462E-01  -2.71125744E-02
5.47245172E+00  3.76001640E+00  -8.74291011E+00  -6.22086092E+00  +2.88098446E-01  +1.86364542E-01  -2.53142916E-01  -2.48657713E-02
5.47245172E+00  3.80949030E+00  -8.40468604E+00  -6.62993519E+00  +2.56482675E-01  +2.03334310E-01  -2.42120762E-01  -2.14744315E-02
5.47245172E+00  3.85896420E+00  -8.04241399E+00  -7.01642882E+00  +2.32095703E-01  +2.19172716E-01  -2.30777756E-01  -1.70887928E-02
5.47245172E+00  3.90843810E+00  -7.65909829E+00  -7.38004929E+00  +2.16365773E-01  +2.33661987E-01  -2.19290686E-01  -1.19227194E-02
5.47245172E+00  3.95791200E+00  -7.25778949E+00  -7.72110229E+00  +2.10207650E-01  +2.46668795E-01  -2.07884623E-01  -6.25585002E-03
5.47245172E+00  4.00738590E+00  -6.84141309E+00  -8.04042402E+00  +2.13968261E-01  +2.58156585E-01  -1.96779940E-01  -4.20867457E-04
5.47245172E+00  4.05685980E+00  -6.41260482E+00  -8.33925814E+00  +2.27399803E-01  +2.68149024E-01  -1.86119777E-01  +5.21818290E-03
5.47245172E+00  4.10633370E+00  -5.97357373E+00  -8.61908820E+00  +2.49672285E-01  +2.76685335E-01  -1.75932215E-01  +1.02881983E-02
5.47245172E+00  4.15580760E+00  -5.52601333E+00  -8.88144810E+00  +2.79429463E-01  +2.83818037E-01  -1.66145660E-01  +1.44316652E-02
5.47245172E+00  4.20528150E+00  -5.07107090E+00  -9.12773474E+00  +3.14880697E-01  +2.89655179E-01  -1.56629222E-01  +1.73404526E-02
5.47245172E+00  4.25475540E+00  -4.60937302E+00  -9.35903982E+00  +3.53914107E-01  +2.94394855E-01  -1.47217981E-01  +1.87945850E-02
5.47245172E+00  4.30422930E+00  -4.14109710E+00  -9.57600915E+00  +3.94217357E-01  +2.98300409E-01  -1.37709863E-01  +1.86887846E-02
5.47245172E+00  4.35370320E+00  -3.66607765E+00  -9.77873208E+00  +4.33399510E-01  +3.01620879E-01  -1.27854029E-01  +1.70355079E-02
5.47245172E+00  4.40317711E+00  -3.18393828E+00  -9.96666542E+00  +4.69114775E-01  +3.04513620E-01  -1.17359678E-01  +1.39533979E-02
5.47245172E+00  4.45265101E+00  -2.69424219E+00  -1.01386021E+01  +4.99190955E-01  +3.07024682E-01  -1.05936521E-01  +9.65766764E-03
5.47245172E+00  4.50212491E+00  -2.19665249E+00  -1.02926980E+01  +5.21760658E-01  +3.09133721E-01  -9.33509990E-02  +4.45327087E-03
5.47245172E+00  4.55159881E+00  -1.69108824E+00  -1.04265671E+01  +5.35386045E-01  +3.10818788E-01  -7.94661380E-02  -1.28521336E-03
5.47245172E+00  4.60107271E+00  -1.17785781E+00  -1.05374413E+01  +5.39163733E-01  +3.12085274E-01  -6.42431646E-02  -7.15624800E-03
5.47245172E+00  4.65054661E+00  -6.57751799E-01  -1.06223777E+01  +5.32797822E-01  +3.12940226E-01  -4.77141380E-02  -1.27821679E-02
5.47245172E+00  4.70002051E+00  -1.32083382E-01  -1.06784908E+01  +5.16633572E-01  +3.13342781E-01  -2.99574611E-02  -1.78431845E-02
5.47245172E+00  4.74949441E+00  +3.97328528E-01  -1.07031832E+01  +4.91648227E-01  +3.13180487E-01  -1.10990778E-02  -2.20843281E-02
5.47245172E+00  4.79896831E+00  +9.28230343E-01  -1.06943528E+01  +4.59396916E-01  +3.12299323E-01  +8.66842166E-03  -2.53069977E-02
5.47245172E+00  4.84844221E+00  +1.45805003E+00  -1.06505561E+01  +4.21912414E-01  +3.10571938E-01  +2.90781766E-02  -2.73634981E-02
5.47245172E+00  4.89791611E+00  +1.98404443E+00  -1.05711130E+01  +3.81562108E-01  +3.07954440E-01  +4.98133157E-02  -2.81611427E-02
5.47245172E+00  4.94739001E+00  +2.50346042E+00  -1.04561455E+01  +3.40875150E-01  +3.04487218E-01  +7.05506847E-02  -2.76675873E-02
5.47245172E+00  4.99686391E+00  +3.01369261E+00  -1.03065508E+01  +3.02362893E-01  +3.00243944E-01  +9.09894268E-02  -2.59083459E-02
5.47245172E+00  5.04633781E+00  +3.51242405E+00  -1.01239231E+01  +2.68357213E-01  +2.95281670E-01  +1.10846354E-01  -2.29600199E-02
5.47245172E+00  5.09581171E+00  +3.99774230E+00  -9.91044097E+00  +2.40880829E-01  +2.89642005E-01  +1.29838964E-01  -1.89501944E-02
5.47245172E+00  5.14528561E+00  +4.46822692E+00  -9.66873316E+00  +2.21548123E-01  +2.83399100E-01  +1.47692447E-01  -1.40662954E-02
5.47245172E+00  5.19475951E+00  +4.92300253E+00  -9.40172477E+00  +2.11486886E-01  +2.76698943E-01  +1.64179041E-01  -8.56235227E-03
5.47245172E+00  5.24423341E+00  +5.36174793E+00  -9.11246165E+00  +2.11276247E-01  +2.69738781E-01  +1.79157690E-01  -2.75217225E-03
5.47245172E+00  5.29370731E+00  +5.78465203E+00  -8.80391792E+00  +2.20907209E-01  +2.62693028E-01  +1.92577851E-01  +3.01000675E-03
5.47245172E+00  5.34318121E+00  +6.19231591E+00  -8.47880547E+00  +2.39778326E-01  +2.55644286E-01  +2.04450970E-01  +8.35204910E-03
5.47245172E+00  5.39265511E+00  +6.58561198E+00  -8.13941263E+00  +2.66734556E-01  +2.48571721E-01  +2.14829959E-01  +1.29067540E-02
5.47245172E+00  5.44212901E+00  +6.96551934E+00  -7.78749351E+00  +3.00146278E-01  +2.41393691E-01  +2.23825209E-01  +1.63415643E-02
5.47245172E+00  5.49160291E+00  +7.33295393E+00  -7.42421694E+00  +3.38015799E-01  +2.34015064E-01  +2.31637001E-01  +1.83969416E-02
5.47245172E+00  5.54107681E+00  +7.68860692E+00  -7.05017133E+00  +3.78096359E-01  +2.26334922E-01  +2.38555336E-01  +1.89200243E-02
5.47245172E+00  5.59055071E+00  +8.03279889E+00  -6.66541574E+00  +4.18013793E-01  +2.18215957E-01  +2.44904227E-01  +1.78771536E-02
5.47245172E+00  5.64002461E+00  +8.36535568E+00  -6.26956846E+00  +4.55389135E-01  +2.09455740E-01  +2.50960184E-01  +1.53460294E-02
5.47245172E+00  5.68949851E+00  +8.68551550E+00  -5.86192819E+00  +4.87965028E-01  +1.99799068E-01  +2.56898907E-01  +1.15039591E-02
5.47245172E+00  5.73897241E+00  +8.99188216E+00  -5.44162469E+00  +5.13736545E-01  +1.88995545E-01  +2.62799826E-01  +6.62125390E-03
5.47245172E+00  5.78844631E+00  +9.28243977E+00  -5.00779158E+00  +5.31080018E-01  +1.76867188E-01  +2.68691563E-01  +1.04855846E-03
5.47245172E+00  5.83792021E+00  +9.55463641E+00  -4.55974573E+00  +5.38867513E-01  +1.63340273E-01  +2.74592499E-01  -4.81715764E-03
5.47245172E+00  5.88739411E+00  +9.80553174E+00  -4.09715184E+00  +5.36553782E-01  +1.48425765E-01  +2.80511810E-01  -1.05831735E-02
5.47245172E+00  5.93686801E+00  +1.00319919E+01  -3.62015138E+00  +5.24226269E-01  +1.32176943E-01  +2.86414953E-01  -1.59042608E-02
5.47245172E+00  5.98634191E+00  +1.02309105E+01  -3.12944074E+00  +5.02613360E-01  +1.14667723E-01  +2.92189316E-01  -2.05001166E-02
5.47245172E+00  6.03581581E+00  +1.03994322E+01  -2.62629121E+00  +4.73048472E-01  +9.60091587E-02  +2.97647078E-01  -2.41507522E-02
5.47245172E+00  6.08528971E+00  +1.05351577E+01  -2.11251082E+00  +4.37388258E-01  +7.63823962E-02  +3.02575061E-01  -2.66880899E-02
5.47245172E+00  6.13476361E+00  +1.06363095E+01  -1.59035430E+00  +3.97885761E-01  +5.60493243E-02  +3.06802917E-01  -2.79965834E-02
5.47245172E+00  6.18423751E+00  +1.07018426E+01  -1.06239323E+00  +3.57027190E-01  +3.53230082E-02  +3.10240185E-01  -2.80195304E-02
5.47245172E+00  6.23371141E+00  +1.07314930E+01  -5.31362414E-01  +3.17351901E-01  +1.45202273E-02  +3.12855305E-01  -2.67601128E-02
5.47245172E+00  6.28318531E+00  +1.07257667E+01  -2.62705516E-15  +2.81281041E-01  -6.06434709E-03  +3.14623027E-01  -2.42750952E-02
5.67513512E+00  0.00000000E+00  +1.08104782E+01  +0.00000000E+00  +2.21872776E-01  -4.11570492E-03  +3.10891803E-01  -2.78872746E-02
5.67513512E+00  4.94739001E-02  +1.07740297E+01  +5.33468590E-01  +1.86711016E-01  -2.44758172E-02  +3.11584397E-01  -2.48362289E-02
5.67513512E+00  9.89478001E-02  +1.07037364E+01  +1.06258123E+00  +1.58289666E-01  -4.41753293E-02  +3.11479114E-01  -2.07096515E-02
5.67513512E+00  1.48421700E-01  +1.06018583E+01  +1.58520311E+00  +1.38287810E-01  -6.29521546E-02  +3.10575295E-01  -1.56982689E-02
5.67513512E+00  1.97895600E-01  +1.04710819E+01  +2.09966232E+00  +1.27856989E-01  -8.05584114E-02  +3.08885789E-01  -1.00547513E-02
5.67513512E+00  2.47369500E-01  +1.03143421E+01  +2.60480241E+00  +1.27571445E-01  -9.67897305E-02  +3.06488875E-01  -4.09611446E-03
5.67513512E+00  2.96843400E-01  +1.01346291E+01  +3.09999010E+00  +1.37403001E-01  -1.11531173E-01  +3.03530332E-01  +1.81267515E-03
5.67513512E+00  3.46317300E-01  +9.93478558E+00  +3.58507343E+00  +1.56723277E-01  -1.24779495E-01  +3.00159025E-01  +7.28878297E-03
